name,id,nametype,type,class,group,mass (g),fall,year,reclat,reclong,GeoLocation
"MacAlpine Hills 02691,14988,Valid,Stony,Ordinary,H4,2.08,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02692,14989,Valid,Stony,Ordinary,LL6,0.24,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02693,14990,Valid,Stony,Ordinary,H5,0.16,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02694,14991,Valid,Stony,Ordinary,H6,0.12,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02695,14992,Valid,Stony,Ordinary,H6,0.77,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02696,14993,Valid,Stony,Ordinary,H6,0.31,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02698,14994,Valid,Stony,Ordinary,LL5,0.15,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02699,14995,Valid,Stony,Ordinary,H6,0.4,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02700,14996,Valid,Stony,Ordinary,H6,10.68,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02701,14997,Valid,Stony,Carbonaceous,CM2,10.11,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02702,14998,Valid,Stony,Ordinary,H5,4.45,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02703,14999,Valid,Stony,Achondrites,Howardite,19.3,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02704,15000,Valid,Stony,Ordinary,H5,12.55,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02705,15001,Valid,Stony,Ordinary,H5,57.97,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02706,15002,Valid,Stony,Ordinary,LL5,17.01,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02707,15003,Valid,Stony,Ordinary,LL5,7.94,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02708,15004,Valid,Stony,Ordinary,H5,1.19,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02709,15005,Valid,Stony,Ordinary,LL6,0.28,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02750,15043,Valid,Stony,Ordinary,L-imp melt,9.1,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02751,15044,Valid,Stony,Ordinary,H5,2.1,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02752,15045,Valid,Stony,Ordinary,L5,19.4,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02753,15046,Valid,Stony,Ordinary,L5,9.7,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02754,15047,Valid,Stony,Ordinary,H5,14.1,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02756,15049,Valid,Stony,Ordinary,L5,11.8,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02757,15050,Valid,Stony,Ordinary,H5,1.1,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02758,15051,Valid,Stony,Ordinary,L5,1.2,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02759,15052,Valid,Stony,Ordinary,H5,1.9,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02830,15118,Valid,Stony,Ordinary,H5,321.4,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02831,15119,Valid,Stony,Ordinary,H5,142.6,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02832,15120,Valid,Stony,Ordinary,H5,148.1,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02833,15121,Valid,Stony,Ordinary,H3.7,134.1,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02834,15122,Valid,Stony,Ordinary,H6,125.4,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02835,15123,Valid,Stony,Ordinary,H6,66.7,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02836,15124,Valid,Stony,Ordinary,H6,63,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02837,15125,Valid,Stony,Enstatite,EL3,188.6,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02838,15126,Valid,Stony,Ordinary,L5,157.2,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 02839,15127,Valid,Stony,Enstatite,EL3,110.4,Found,2002-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88100,15264,Valid,Stony,Carbonaceous,CM2,177.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88101,15265,Valid,Stony,Carbonaceous,CM2,20.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88102,15266,Valid,Stony-Iron,Achondrites,Mesosiderite,754.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88103,15267,Valid,Stony,Ordinary,H5,20.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88104,15268,Valid,Stony,Achondrites,Lunar (anorth),61.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88105,15269,Valid,Stony,Achondrites,Lunar (anorth),662.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88106,15270,Valid,Stony,Ordinary,LL6,26.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88107,15271,Valid,Stony,Carbonaceous,C3-ung,192.8,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88108,15272,Valid,Stony,Ordinary,H5,6988.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88109,15273,Valid,Stony,Ordinary,L5,4112.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88110,15274,Valid,Stony,Ordinary,H5,5369.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88111,15275,Valid,Stony,Ordinary,H4,6441.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88112,15276,Valid,Stony,Ordinary,L6,1288,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88113,15277,Valid,Stony,Ordinary,LL6,752.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88114,15278,Valid,Stony,Ordinary,H5,844.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88115,15279,Valid,Stony,Ordinary,H5,2247.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88116,15280,Valid,Stony,Ordinary,H5,1453,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88117,15281,Valid,Stony,Ordinary,L6,1103.8,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88118,15282,Valid,Stony,Ordinary,L5,1142.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88119,15283,Valid,Stony,Ordinary,H5,920.8,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88120,15284,Valid,Stony,Ordinary,H5,718.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88121,15285,Valid,Stony,Ordinary,L6,318.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88122,15286,Valid,Stony,Ordinary,L/LL5,345.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88123,15287,Valid,Stony,Ordinary,H6,180.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88124,15288,Valid,Stony,Ordinary,H4,201.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88125,15289,Valid,Stony,Ordinary,H6,213.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88126,15290,Valid,Stony,Ordinary,L6,293.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88127,15291,Valid,Stony,Ordinary,L5,204.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88128,15292,Valid,Stony,Ordinary,H5,233.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88129,15293,Valid,Stony,Ordinary,H5,200.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88130,15294,Valid,Stony,Ordinary,H6,223.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88131,15295,Valid,Stony,Ordinary,H6,175.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88132,15296,Valid,Stony,Ordinary,H6,151.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88133,15297,Valid,Stony,Ordinary,H6,137.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88134,15298,Valid,Stony,Ordinary,H5,159.8,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88135,15299,Valid,Stony,Ordinary,H5,101.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88136,15300,Valid,Stony,Enstatite,EL3,74.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88137,15301,Valid,Stony,Ordinary,L6,105.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88138,15302,Valid,Stony,Ordinary,H5,115.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88139,15303,Valid,Stony,Ordinary,H5,91.8,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88140,15304,Valid,Stony,Ordinary,L6,30,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88141,15305,Valid,Stony,Ordinary,H4,61.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88142,15306,Valid,Stony,Ordinary,L6,16.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88143,15307,Valid,Stony,Ordinary,H5,33.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88144,15308,Valid,Stony,Ordinary,H6,10.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88145,15309,Valid,Stony,Ordinary,H4,11.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88146,15310,Valid,Stony,Ordinary,H4,10.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88147,15311,Valid,Stony,Ordinary,H5,98.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88148,15312,Valid,Stony,Ordinary,L6,76.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88149,15313,Valid,Stony,Ordinary,H6,52.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88150,15314,Valid,Stony,Ordinary,H6,41.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88151,15315,Valid,Stony,Ordinary,H4,41.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88152,15316,Valid,Stony,Ordinary,H5,80,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88153,15317,Valid,Stony,Ordinary,H4,24.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88154,15318,Valid,Stony,Ordinary,H6,79.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88155,15319,Valid,Stony,Ordinary,L6,21.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88156,15320,Valid,Stony,Ordinary,L6,69.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88157,15321,Valid,Stony,Ordinary,H6,88.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88158,15322,Valid,Stony,Ordinary,H5,42.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88159,15323,Valid,Stony,Ordinary,L6,147.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88160,15324,Valid,Stony,Ordinary,H5,30.8,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88161,15325,Valid,Stony,Ordinary,H4,14.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88162,15326,Valid,Stony,Ordinary,L6,112.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88163,15327,Valid,Stony,Ordinary,H5,106.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88164,15328,Valid,Stony,Ordinary,H5,113.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88165,15329,Valid,Stony,Ordinary,H5,52.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88166,15330,Valid,Stony,Ordinary,H5,94,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88167,15331,Valid,Stony,Ordinary,H5,38.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88168,15332,Valid,Stony,Ordinary,L6,31.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88169,15333,Valid,Stony,Ordinary,H5,5.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88170,15334,Valid,Stony,Ordinary,L6,58.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88171,15335,Valid,Stony,Ordinary,H4,17,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88172,15336,Valid,Stony,Ordinary,L6,37,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88173,15337,Valid,Stony,Ordinary,L6,126.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88174,15338,Valid,Stony,Ordinary,H3.5,98.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88175,15339,Valid,Stony,Ordinary,LL6,128.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88176,15340,Valid,Stony,Carbonaceous,CM2,37.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88177,15341,Valid,Stony,Primitive Achondrites,Lodranite,35.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88178,15342,Valid,Stony,Ordinary,L6,28.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88179,15343,Valid,Stony,Ordinary,H5,19.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88180,15344,Valid,Stony,Enstatite,EL3,26.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88181,15345,Valid,Stony,Ordinary,L6,84.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88182,15346,Valid,Stony,Ordinary,L6,31.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88183,15347,Valid,Stony,Ordinary,H5,62.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88184,15348,Valid,Stony,Enstatite,EL3,20.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88185,15349,Valid,Stony,Ordinary,H5,12.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88186,15350,Valid,Stony,Ordinary,H5,20.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88187,15351,Valid,Stony,Ordinary,L6,94.7,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88188,15352,Valid,Stony,Ordinary,H4,14,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88189,15353,Valid,Stony,Ordinary,H5,31.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88190,15354,Valid,Stony,Ordinary,H5,49.8,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88191,15355,Valid,Stony,Ordinary,H6,73.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88192,15356,Valid,Stony,Ordinary,H5,41.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88193,15357,Valid,Stony,Ordinary,L6,137.5,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88194,15358,Valid,Stony,Ordinary,L6,17.2,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88195,15359,Valid,Stony,Ordinary,H5,71.6,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88196,15360,Valid,Stony,Ordinary,H5,107.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88197,15361,Valid,Stony,Ordinary,L6,66,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88198,15362,Valid,Stony,Ordinary,H5,36.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88199,15363,Valid,Stony,Ordinary,L3.3,28.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88200,15364,Valid,Stony,Ordinary,H4,35.1,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88201,15365,Valid,Stony,Ordinary,H6,40.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88202,15366,Valid,Stony,Ordinary,LL5,2.3,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88203,15367,Valid,Stony,Ordinary,H5,36.9,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 88204,15368,Valid,Stony,Ordinary,H5,34.4,Found,1988-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87300,15243,Valid,Stony,Carbonaceous,C2-ung,167.5,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87301,15244,Valid,Stony,Carbonaceous,C3-ung,110.9,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87302,15245,Valid,Stony,Ordinary,L4,1094.6,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87303,15246,Valid,Stony,Ordinary,L4,254.2,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87304,15247,Valid,Stony,Ordinary,L6,1433,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87305,15248,Valid,Stony,Ordinary,L4,1244.2,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87306,15249,Valid,Stony,Ordinary,L4,1198.7,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87307,15250,Valid,Stony,Ordinary,H4,1055.6,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87308,15251,Valid,Stony,Ordinary,L6,770.8,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87309,15252,Valid,Stony,Ordinary,L6,684.7,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87310,15253,Valid,Stony,Ordinary,L4,411,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87311,15254,Valid,Stony,Ordinary,H4,312.8,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87312,15255,Valid,Stony,Ordinary,H5,322.5,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87313,15256,Valid,Stony,Ordinary,H5,430,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87314,15257,Valid,Stony,Ordinary,L6,319.3,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87315,15258,Valid,Stony,Ordinary,H6,219.1,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87316,15259,Valid,Stony,Ordinary,L6,13.3,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87317,15260,Valid,Stony,Ordinary,LL6,120.5,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87318,15261,Valid,Stony,Ordinary,LL6,196.9,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87319,15262,Valid,Stony,Ordinary,H5,86.2,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"MacAlpine Hills 87320,15263,Valid,Stony,Carbonaceous,CR2,16.2,Found,1987-01-01,-84.21667,160.5,""(-84.216670, 160.500000)"""
"Lewis Cliff 88733,14470,Valid,Stony,Ordinary,L5,6.6,Found,1988-01-01,-84.22997,161.55373,""(-84.229970, 161.553730)"""
"Lewis Cliff 88712,14449,Valid,Stony,Ordinary,H6,22.9,Found,1988-01-01,-84.23055,161.55964,""(-84.230550, 161.559640)"""
"Lewis Cliff 88782,14518,Valid,Stony,Ordinary,L6,4,Found,1988-01-01,-84.23111,161.44613,""(-84.231110, 161.446130)"""
"Lewis Cliff 88765,14502,Valid,Stony,Ordinary,H5,4.2,Found,1988-01-01,-84.23112,161.46335,""(-84.231120, 161.463350)"""
"Lewis Cliff 88705,14442,Valid,Stony,Ordinary,L6,9.2,Found,1988-01-01,-84.23113,161.48675,""(-84.231130, 161.486750)"""
"Lewis Cliff 88738,14475,Valid,Stony,Ordinary,H6,3.9,Found,1988-01-01,-84.23132,161.47584,""(-84.231320, 161.475840)"""
"Lewis Cliff 88758,14495,Valid,Stony,Ordinary,LL3.4,5,Found,1988-01-01,-84.23135,161.4647,""(-84.231350, 161.464700)"""
"Lewis Cliff 88287,14038,Valid,Stony,Ordinary,H5,10,Found,1988-01-01,-84.23156,161.43132,""(-84.231560, 161.431320)"""
"Lewis Cliff 88731,14468,Valid,Stony,Ordinary,H5,3.2,Found,1988-01-01,-84.23163,161.50905,""(-84.231630, 161.509050)"""
"Lewis Cliff 86022,12962,Valid,Stony,Ordinary,L3.2-3.5,351.7,Found,1986-01-01,-84.23169,161.52968,""(-84.231690, 161.529680)"""
"Lewis Cliff 88768,14505,Valid,Stony,Ordinary,H6,11.6,Found,1988-01-01,-84.23174,161.54752,""(-84.231740, 161.547520)"""
"Lewis Cliff 88276,14027,Valid,Stony,Ordinary,H5,8.9,Found,1988-01-01,-84.23183,161.45801,""(-84.231830, 161.458010)"""
"Lewis Cliff 86529,13457,Valid,Stony,Ordinary,H5,1.4,Found,1986-01-01,-84.23195,161.48472,""(-84.231950, 161.484720)"""
"Lewis Cliff 86530,13458,Valid,Stony,Ordinary,H5,1.9,Found,1986-01-01,-84.23197,161.45583,""(-84.231970, 161.455830)"""
"Lewis Cliff 88729,14466,Valid,Stony,Ordinary,L5,10.1,Found,1988-01-01,-84.23198,161.5134,""(-84.231980, 161.513400)"""
"Lewis Cliff 88020,13774,Valid,Stony,Ordinary,H4,107.3,Found,1988-01-01,-84.23202,161.57646,""(-84.232020, 161.576460)"""
"Lewis Cliff 88265,14016,Valid,Stony,Ordinary,H5,3.8,Found,1988-01-01,-84.23203,161.44299,""(-84.232030, 161.442990)"""
"Lewis Cliff 86532,13460,Valid,Stony,Ordinary,H5,3.6,Found,1986-01-01,-84.23213,161.47837,""(-84.232130, 161.478370)"""
"Lewis Cliff 88710,14447,Valid,Stony,Ordinary,L6,7.1,Found,1988-01-01,-84.23213,161.5174,""(-84.232130, 161.517400)"""
"Lewis Cliff 88226,13979,Valid,Stony,Ordinary,L6,9.8,Found,1988-01-01,-84.2322,161.44726,""(-84.232200, 161.447260)"""
"Lewis Cliff 88019,13773,Valid,Stony,Ordinary,H4,238,Found,1988-01-01,-84.23224,161.57817,""(-84.232240, 161.578170)"""
"Lewis Cliff 88225,13978,Valid,Stony,Ordinary,L6,21,Found,1988-01-01,-84.23236,161.42737,""(-84.232360, 161.427370)"""
